judul_lagu,artis,genre,valence,energy,danceability,tempo,acousticness,popularity,genre_utama,mood,tokens,cluster
Boca Favorita,Guga Nandes,pagode,0.572,0.518,0.639,143.985,0.673,46,Latin,Groovy,boca favorita,8
Vai Derramando - Ao Vivo,Henrique & Juliano,sertanejo,0.511,0.65,0.615,107.436,0.599,54,Latin,Groovy,vai derramando ao vivo,8
O Cio Da Terra - Acústico,Milton Nascimento,mpb,0.256,0.184,0.643,79.993,0.904,40,Latin,Sad,cio da terra acustico,8
Ainda Ontem Chorei de Saudade,Chicão dos Teclados,forro,0.824,0.699,0.588,126.876,0.0577,41,Latin,Happy,ainda ontem chorei de saudade,8
Palpite - Ao Vivo,Sambô,samba,0.537,0.775,0.472,95.002,0.186,41,Latin,Energetic,palpite ao vivo,8
Tengo un Nuevo Amor - Salsa,David Y Abraham,salsa,0.833,0.658,0.734,90.695,0.386,39,Latin,Happy,tengo un nuevo amor salsa,8
Vício / Não Pedi Pra Me Apaixonar / Que Situação (Bate Nele) - Ao Vivo,Turma do Pagode,pagode,0.8,0.668,0.589,99.519,0.632,42,Latin,Happy,vicio nao pedi pra apaixonar que situacao bate nele ao vivo,8
Prem Baura,Nil Sagar,samba,0.5,0.974,0.402,78.814,0.0507,32,Latin,Energetic,prem baura,8
Fui Fiel,Pablo,forro,0.488,0.561,0.67,131.957,0.391,40,Latin,Groovy,fui fiel,8
Luz Do Bem,Big Up,mpb,0.728,0.583,0.727,92.004,0.0805,40,Latin,Groovy,luz bem,8
Meu Oxigênio - Live,Matheus & Kauan,sertanejo,0.37,0.757,0.313,158.553,0.375,54,Latin,Energetic,meu oxigenio live,8
Beija Aqui (feat. Thiaguinho) - Ao Vivo,Turma do Pagode;Thiaguinho,pagode,0.676,0.852,0.561,169.902,0.587,45,Latin,Happy,beija aqui feat thiaguinho ao vivo,8
El Juego,Tali Goya,latino,0.407,0.654,0.716,161.038,0.488,43,Latin,Groovy,el juego,8
La Distancia,Orquesta Inmensidad,salsa,0.894,0.562,0.53,102.835,0.759,30,Latin,Groovy,la distancia,8
Deu Pra Ti,Kleiton & Kledir,mpb,0.66,0.751,0.45,76.681,0.199,43,Latin,Happy,deu pra ti,8
Mi Corazon Se Fue,Diego Torres,latin,0.545,0.694,0.584,136.028,0.0169,0,Latin,Groovy,mi corazon fue,8
Você Em Mim - Ao Vivo,Art Popular,pagode,0.855,0.8,0.633,80.641,0.276,43,Latin,Happy,voce em mim ao vivo,8
O Carro Do Ovo,Zeca Pagodinho,samba,0.889,0.5,0.744,91.991,0.597,37,Latin,Groovy,carro ovo,8
Citas Clandestinas,Guayacán Orquesta,salsa,0.62,0.802,0.704,170.078,0.241,28,Latin,Happy,citas clandestinas,8
No Me Vuelvo A Enamorar,Tito Nieves,salsa,0.947,0.722,0.8,94.41,0.38,27,Latin,Happy,vuelvo enamorar,8
Pra Sempre Ou Pra Acabar - Ao Vivo,Mumuzinho,pagode,0.927,0.804,0.588,157.886,0.457,40,Latin,Happy,pra sempre ou pra acabar ao vivo,8
Ei Gatinha (Ao Vivo),Aviões do Forró,forro,0.97,0.911,0.674,97.806,0.702,41,Latin,Happy,ei gatinha ao vivo,8
Mona Lisa,Nacho;Nicky Jam,latin,0.704,0.776,0.816,94.996,0.238,0,Latin,Happy,mona lisa,8
Vals del Recuerdo,Sexteto Cristal;Guillermo Rozenthuler,tango,0.935,0.502,0.335,182.772,0.867,19,Latin,Groovy,vals del recuerdo,8
Mala - Ao Vivo,Hugo Henrique,sertanejo,0.433,0.63,0.564,101.908,0.622,47,Latin,Groovy,mala ao vivo,8
Cachaça Cabaré,Os Parazim,forro,0.954,0.875,0.657,82.512,0.497,52,Latin,Happy,cachaca cabare,8
O Mundo É Um Moinho,Teresa Cristina,mpb,0.346,0.169,0.573,82.016,0.978,40,Latin,Sad,mundo um moinho,8
Mais Do Mesmo - Ao Vivo Em São Paulo / 1999,Legião Urbana,mpb,0.653,0.859,0.39,168.135,0.337,41,Latin,Happy,mais mesmo ao vivo em sao paulo,8
Tareco & Mariola - Live,Flávio José,forro,0.951,0.844,0.594,87.844,0.589,42,Latin,Happy,tareco mariola live,8
Vaqueiro da Zona Rural,Os Barões Da Pisadinha,forro,0.962,0.826,0.726,172.031,0.581,41,Latin,Happy,vaqueiro da zona rural,8
Una Aventura,Grupo Niche,salsa,0.864,0.912,0.649,94.407,0.53,34,Latin,Happy,una aventura,8
Nieblas del Riachuelo,Osvaldo Fresedo,tango,0.583,0.322,0.526,125.002,0.895,20,Latin,Romantic,nieblas del riachuelo,8
Tinha Que Ser Eu - Ao Vivo,Matheus & Kauan,sertanejo,0.643,0.642,0.595,75.837,0.517,50,Latin,Happy,tinha que ser eu ao vivo,8
Chorra (Remastered 2022),Carlos Gardel,tango,0.618,0.341,0.688,129.914,0.987,20,Latin,Calm,chorra remastered,8
Amor No Me Ignores,Maelo Ruiz,salsa,0.808,0.808,0.584,179.459,0.513,40,Latin,Happy,amor ignores,8
Primeiro Beijo,Grupo Malícia,pagode,0.672,0.753,0.661,121.809,0.207,46,Latin,Happy,primeiro beijo,8
Lingerie Vermelha - Ao Vivo,Alemão Do Forró,forro,0.711,0.934,0.722,96.919,0.532,37,Latin,Happy,lingerie vermelha ao vivo,8
Na Na Ni Na Não,Di Propósito,pagode,0.867,0.642,0.655,143.971,0.748,47,Latin,Happy,na na ni na nao,8
É Preciso Muito Amor - Ao Vivo,Samba De Raiz,samba,0.921,0.682,0.543,118.477,0.736,35,Latin,Happy,preciso muito amor ao vivo,8
100% Você - Ao Vivo,Bell Marques,forro,0.782,0.946,0.711,111.966,0.0997,39,Latin,Happy,voce ao vivo,8
Duas Vezes Você - Ao vivo,Bruno & Marrone,sertanejo,0.681,0.789,0.632,134.96,0.406,52,Latin,Happy,duas vezes voce ao vivo,8
Casi Amor De Verano,Young Cister,latino,0.533,0.672,0.598,175.952,0.128,43,Latin,Groovy,casi amor de verano,8
Más Que Tu Amigo,Tito Nieves,salsa,0.851,0.838,0.732,102.649,0.548,0,Latin,Happy,mas que tu amigo,8
Sem Se Apaixonar,Eric Land,forro,0.838,0.889,0.608,149.964,0.254,44,Latin,Happy,sem apaixonar,8
Pagode Bom (Coraçãozinho),XANDDY HARMONIA,pagode,0.583,0.923,0.777,126.046,0.23,42,Latin,Energetic,pagode bom coracaozinho,8
Agora ou nunca mais,Amado Batista,sertanejo,0.475,0.703,0.562,147.096,0.222,44,Latin,Energetic,agora ou nunca mais,8
Reticências - Ao Vivo,Guga Nandes;Suel,pagode,0.636,0.702,0.554,145.76,0.793,43,Latin,Happy,reticencias ao vivo,8
Pede A Ela,Tim Maia,mpb,0.369,0.441,0.673,128.496,0.0793,41,Latin,Melancholic,pede ela,8
Vaqueiro É Pressão,Josué Bom de Faixa,forro,0.961,0.675,0.788,81.004,0.507,40,Latin,Happy,vaqueiro pressao,8
Preciso te encontrar,Rick & Renner,sertanejo,0.916,0.438,0.649,126.087,0.354,45,Latin,Groovy,preciso te encontrar,8
Era Pra Ser,Maria Bethânia,samba,0.328,0.0716,0.541,100.778,0.821,36,Latin,Sad,era pra ser,8
O Tempo Não Pára - Ao Vivo No Rio De Janeiro / 1988,Cazuza,mpb,0.366,0.778,0.395,76.632,0.00787,40,Latin,Energetic,tempo nao ao vivo rio de janeiro,8
Llévame Contigo,Paty Cantú,latin,0.236,0.875,0.639,96.991,0.0156,0,Latin,Dark,llevame contigo,8
Poder Da Criação - Live From Brazil/2007,Diogo Nogueira,samba,0.636,0.839,0.59,97.195,0.383,36,Latin,Happy,poder da criacao live brazil,8
"O Daqui, o Dali, e o de Lá",Toque De Prima,samba,0.73,0.791,0.548,95.345,0.718,35,Latin,Happy,daqui dali de la,8
Eu e Ela,Vander Lee,mpb,0.575,0.515,0.442,169.595,0.753,39,Latin,Groovy,eu ela,8
Sentimiento gaucho,Juan D'Arienzo,tango,0.656,0.381,0.579,126.597,0.847,18,Latin,Calm,sentimiento gaucho,8
Volverte a Ver,Luis Enrique,salsa,0.856,0.58,0.543,94.481,0.361,28,Latin,Groovy,volverte ver,8
Namoro Escondido / Por Amar Você - Ao Vivo,Nosso Sentimento,pagode,0.561,0.772,0.505,145.868,0.659,53,Latin,Energetic,namoro escondido por amar voce ao vivo,8
Quase um Segundo,Ney Matogrosso,mpb,0.0945,0.343,0.529,92.15,0.625,43,Latin,Sad,quase um segundo,8
Bicho-Folha e Bicho-Pau,Palavra Cantada,mpb,0.791,0.475,0.691,79.041,0.596,39,Latin,Groovy,bicho folha bicho pau,8
Basta Você Me Ligar - Ao Vivo,Os Barões Da Pisadinha;Xand Avião,forro,0.831,0.914,0.599,168.008,0.5,52,Latin,Happy,basta voce ligar ao vivo,8
Passou da Conta,Bruno & Marrone,sertanejo,0.247,0.585,0.473,142.198,0.525,46,Latin,Melancholic,passou da conta,8
Sin Corazon,Maelo Ruiz,salsa,0.813,0.791,0.637,172.989,0.439,34,Latin,Happy,sin corazon,8
Oração / Atrasadinha,Turma do Pagode,pagode,0.549,0.527,0.392,87.066,0.76,41,Latin,Groovy,oracao atrasadinha,8
Castigo - Ao Vivo Em Goiânia / 2007,Jorge & Mateus,sertanejo,0.716,0.8,0.707,129.925,0.164,48,Latin,Happy,castigo ao vivo em goiania,8
Te Encontraré,Ronald Borjas,salsa,0.752,0.754,0.71,91.03,0.365,33,Latin,Happy,te encontrare,8
Ela - Ao Vivo,Sorriso Maroto,pagode,0.56,0.843,0.565,145.884,0.902,44,Latin,Energetic,ela ao vivo,8
Jogo do amor,Milionário & José Rico,sertanejo,0.557,0.5,0.519,75.523,0.569,47,Latin,Groovy,jogo amor,8
Feirinha da Pavuna (Confusão de Legumes),Jovelina Perola Negra,samba,0.969,0.861,0.707,109.113,0.222,36,Latin,Happy,feirinha da pavuna confusao de legumes,8
Meu Querubim,RDN;Suel;Ferrugem,pagode,0.473,0.448,0.71,85.573,0.13,42,Latin,Groovy,meu querubim,8
Adan Garcia,Rubén Blades,salsa,0.799,0.478,0.711,92.056,0.416,28,Latin,Groovy,adan garcia,8
De Igual pra Igual - Ao Vivo,Matogrosso & Mathias,sertanejo,0.386,0.675,0.593,98.041,0.153,46,Latin,Groovy,de igual pra igual ao vivo,8
"Peine Caracol, Vol. 2",El Futuro Fuera De Orbita;Pablo Chill-E,latino,0.675,0.94,0.767,118.992,0.0607,39,Latin,Happy,peine caracol vol,8
"Maria, Maria",Ellen Oléria,mpb,0.349,0.745,0.585,135.415,0.384,42,Latin,Energetic,maria maria,8
Amor e Ousadia,Parangolé,pagode,0.634,0.912,0.791,99.935,0.813,43,Latin,Happy,amor ousadia,8
Chico Mineiro,Sérgio Reis,sertanejo,0.572,0.432,0.315,174.8,0.577,44,Latin,Groovy,chico mineiro,8
Primera Clase,Jairo Vera;Yabel;Bayriton;Alexfeer;Nickboy;mantequilla,latino,0.662,0.635,0.865,94.996,0.0902,43,Latin,Happy,primera clase,8
Cabeça Voando (Versão Grave),Os Barões Da Pisadinha,forro,0.666,0.765,0.683,172.049,0.0124,45,Latin,Happy,cabeca voando versao grave,8
"Minha Mente, Mente",Unha Pintada,forro,0.724,0.709,0.699,137.035,0.219,45,Latin,Happy,minha mente mente,8
Xote dos Milagres - Ao Vivo,Falamansa,pagode,0.724,0.736,0.403,87.375,0.178,45,Latin,Happy,xote dos milagres ao vivo,8
Moça do Espelho,Unha Pintada,forro,0.703,0.561,0.766,134.875,0.708,37,Latin,Groovy,moca espelho,8
Bem Simples - Ao Vivo,Roupa Nova;Ed Motta,mpb,0.392,0.613,0.488,110.059,0.255,41,Latin,Groovy,bem simples ao vivo,8
Lancinho / Maluca Pirada / Fala Baixinho (Shiii) - Ao Vivo,Di Propósito,pagode,0.857,0.71,0.685,90.065,0.863,48,Latin,Happy,lancinho maluca pirada fala baixinho shiii ao vivo,8
Começaria Tudo Outra Vez - Ao Vivo,Maria Bethânia,samba,0.258,0.316,0.502,99.198,0.764,36,Latin,Sad,comecaria tudo outra vez ao vivo,8
Barrio pobre,Nelly Omar,tango,0.541,0.389,0.608,119.763,0.933,27,Latin,Romantic,barrio pobre,8
Eu Mereço / Inesquecível / Não Tem Perdão (Ao Vivo),Murilo Huff,sertanejo,0.344,0.538,0.374,74.884,0.51,56,Latin,Melancholic,eu mereco inesquecivel nao tem perdao ao vivo,8
Espera a Primavera,Nando Reis,mpb,0.641,0.892,0.621,138.063,0.24,39,Latin,Happy,espera primavera,8
Preciso Amar De Novo / Hoje Eu Quero Te Amar,PH e Michel;Hugo & Guilherme,sertanejo,0.714,0.743,0.594,120.0,0.467,49,Latin,Happy,preciso amar de novo hoje eu quero te amar,8
El Manicero,Alegre All Stars,salsa,0.872,0.731,0.644,110.467,0.491,27,Latin,Happy,el manicero,8
Vem Me Ver,Circuladô de Fulô,forro,0.82,0.599,0.628,76.068,0.0955,38,Latin,Groovy,vem ver,8
Estrela Da Paz - Ao Vivo,Péricles;Xande De Pilares,pagode,0.929,0.811,0.646,113.856,0.669,41,Latin,Happy,estrela da paz ao vivo,8
Brincadeira de criança,Molejo,pagode,0.717,0.924,0.702,108.55,0.339,43,Latin,Happy,brincadeira de crianca,8
Preciso Te Encontrar / Tá Faltando Amor,Fernando & Sorocaba,sertanejo,0.82,0.85,0.669,134.007,0.433,50,Latin,Happy,preciso te encontrar ta faltando amor,8
Mis Harapos,Enrique Rodríguez;Armando Moreno,tango,0.872,0.423,0.777,100.714,0.828,21,Latin,Groovy,mis harapos,8
"Señora, Devuélvame la Pelota - En Vivo",31 Minutos;Pepelota,latino,0.421,0.851,0.606,116.34,0.719,38,Latin,Energetic,senora devuelvame la pelota en vivo,8
Jesus Apaga A Luz - Ao Vivo,Henrique & Juliano,sertanejo,0.55,0.966,0.63,185.932,0.474,52,Latin,Energetic,jesus apaga luz ao vivo,8
Histoire du tango: I. Bordel 1900,Astor Piazzolla;Nora Lee García;Rene Izquierdo,tango,0.695,0.269,0.677,82.744,0.958,16,Latin,Calm,histoire du tango bordel,8
Mala Fama,Danna Paola,latin,0.818,0.578,0.763,175.959,0.2,1,Latin,Groovy,mala fama,8
Soy Aquel Viajero,Carlos Di Sarli;Alberto Podestá,tango,0.713,0.388,0.505,119.398,0.975,16,Latin,Calm,soy aquel viajero,8
Não Tem Bar Na Cidade - Ao Vivo,Lauana Prado,sertanejo,0.639,0.71,0.66,107.859,0.0866,45,Latin,Happy,nao tem bar na cidade ao vivo,8
4 da Manhã,Grupo Presença,pagode,0.955,0.596,0.761,140.954,0.493,55,Latin,Groovy,da manha,8
Se Eu Não Puder Te Esquecer - Ao Vivo,Gian & Giovani,sertanejo,0.512,0.741,0.445,96.09,0.438,44,Latin,Energetic,eu nao puder te esquecer ao vivo,8
Dos Fracasos,Miguel Calo;Alberto Podestá,tango,0.627,0.194,0.646,129.179,0.984,18,Latin,Calm,dos fracasos,8
Sexo En La Playa,Ñejo & Dalmata,latin,0.622,0.712,0.796,94.013,0.359,0,Latin,Happy,sexo en la playa,8
Bloco Resenha: Tá Vendo Aquela Lua / Que Situação / Valeu / Derê / Livre pra Voar / Brilho de Cristal / Deixa Acontecer / Vergonha na Cara / Tchau e Bença - Ao Vivo,Kamisa 10,pagode,0.757,0.828,0.685,99.989,0.66,46,Latin,Happy,bloco resenha ta vendo aquela lua que situacao valeu dere livre pra voar brilho de cristal deixa acontecer vergonha na cara tchau benca ao vivo,8
Otra Vez,Jairo Vera,latino,0.573,0.379,0.812,95.961,0.0809,44,Latin,Romantic,otra vez,8
Pela vida inteira - Ao vivo,Jeito Moleque,pagode,0.49,0.658,0.502,83.758,0.0911,48,Latin,Groovy,pela vida inteira ao vivo,8
Não Me Deixe Agora,Calcinha Preta,forro,0.82,0.834,0.507,170.04,0.19,39,Latin,Happy,nao deixe agora,8
La Vida Es Corta,Ricardo Tanturi;Alberto Castillo,tango,0.808,0.435,0.508,138.331,0.985,19,Latin,Groovy,la vida es corta,8
Luz das Estrelas - Ao Vivo,Caju Pra Baixo;Belo,samba,0.778,0.657,0.422,163.367,0.703,36,Latin,Happy,luz das estrelas ao vivo,8
Te Propongo,Víctor Manuelle,salsa,0.825,0.869,0.598,91.897,0.36,34,Latin,Happy,te propongo,8
A Dor Desse Amor - Ao Vivo,Vitinho,pagode,0.57,0.723,0.532,150.01,0.768,46,Latin,Energetic,dor desse amor ao vivo,8
Me Cuesta Olvidarte,Paolo Plaza,salsa,0.835,0.618,0.703,170.537,0.574,28,Latin,Happy,cuesta olvidarte,8
Me Trata Como Ex - Ao Vivo,Day e Lara,sertanejo,0.836,0.824,0.663,77.01,0.284,46,Latin,Happy,trata como ex ao vivo,8
Milonguita (Esthercita),Alfredo De Angelis;Dante Carlos;Orquesta de Alfredo De Angelis,tango,0.692,0.373,0.458,128.32,0.866,20,Latin,Calm,milonguita esthercita,8
En Otros Caminos,Osvaldo Pugliese,tango,0.372,0.26,0.422,112.741,0.89,16,Latin,Sad,en otros caminos,8
La Casita de Mis Viejos (with Armando Pontier y su Orquesta),Julio Sosa;Armando Pontier y su Orquesta,tango,0.717,0.685,0.621,118.526,0.789,21,Latin,Happy,la casita de mis viejos armando pontier su orquesta,8
A Farra Me Chama,Victor Meira;Anderson & Vei da Pisadinha,forro,0.936,0.817,0.56,160.011,0.251,41,Latin,Happy,farra chama,8
Dividido - Ao Vivo,Os Travessos,pagode,0.69,0.912,0.481,78.006,0.392,53,Latin,Happy,dividido ao vivo,8
La Casa del Ritmo,Daiquiri,salsa,0.967,0.544,0.826,100.82,0.436,34,Latin,Groovy,la casa del ritmo,8
Pot-Pourri: Te Quero Pra Mim / Convite de Casamento / Meu Disfarce,Murilo Huff,sertanejo,0.303,0.469,0.458,145.069,0.583,53,Latin,Melancholic,pot pourri te quero pra mim convite de casamento meu disfarce,8
Vou te Amar,Vitor Fernandes,forro,0.578,0.66,0.596,174.09,0.0533,54,Latin,Groovy,vou te amar,8
Yo Se Que Es Mentira (Feat Rubby Perez),NG2;Rubby Perez,salsa,0.963,0.809,0.777,95.876,0.217,27,Latin,Happy,yo que es mentira feat rubby perez,8
Chega Amor - Ao Vivo,BG;Tiee,pagode,0.791,0.798,0.571,147.996,0.691,47,Latin,Happy,chega amor ao vivo,8
Aqui Abajo,Ala Jaza,salsa,0.894,0.723,0.691,113.445,0.256,28,Latin,Happy,aqui abajo,8
A Gente Já Não Rola - Ao Vivo,Turma do Pagode,pagode,0.918,0.697,0.617,93.958,0.7,46,Latin,Happy,gente ja nao rola ao vivo,8
Dúvida Boa - Ao Vivo,Henrique & Juliano,sertanejo,0.558,0.67,0.593,111.295,0.38,59,Latin,Groovy,duvida boa ao vivo,8
Perreo y Dembow,Ozuna;El Cherry Scom,latin,0.545,0.722,0.913,110.015,0.0171,58,Latin,Energetic,perreo dembow,8
Tá Faltando Eu,Luan Estilizado;Jerry Smith,forro,0.963,0.913,0.602,165.071,0.183,42,Latin,Happy,ta faltando eu,8
Todas las Cabezas Están Locas,Guaco;Alex Cuba,salsa,0.733,0.7,0.692,171.848,0.506,29,Latin,Happy,todas las cabezas estan locas,8
60 Dias Apaixonado,Chitãozinho & Xororó,sertanejo,0.967,0.676,0.704,119.578,0.197,48,Latin,Happy,dias apaixonado,8
A Vida e Outras Histórias - Acústico,Jota Quest,mpb,0.712,0.755,0.639,130.054,0.482,42,Latin,Happy,vida outras historias acustico,8
Meu Anjo Azul,Forró Anjo Azul,forro,0.603,0.863,0.332,172.13,0.407,41,Latin,Happy,meu anjo azul,8
Dona dos Meus Sonhos - Ao Vivo,Grupo Clareou,pagode,0.915,0.753,0.595,100.041,0.36,46,Latin,Happy,dona dos meus sonhos ao vivo,8
Te Amo Baby,Danieze Santiago,forro,0.382,0.667,0.703,115.007,0.724,40,Latin,Groovy,te amo baby,8
Peter Pan,El Canto Del Loco,latin,0.483,0.819,0.586,92.574,0.284,0,Latin,Energetic,peter pan,8
Romance De Barrio,Anibal Troilo y su orquesta;Floreal Ruiz,tango,0.719,0.5,0.494,99.227,0.865,17,Latin,Groovy,romance de barrio,8
Eres Más (En Vivo),Nelson Arrieta;Ronald Borjas,salsa,0.755,0.872,0.487,187.072,0.188,27,Latin,Happy,eres mas en vivo,8
Pepon X Siempre,Jairo Vera;Vishoko;Dylan el Menor;Benjita Montana,latino,0.848,0.616,0.818,122.004,0.402,41,Latin,Happy,pepon siempre,8
Bailando - English Version,Enrique Iglesias;Sean Paul;Descemer Bueno;Gente De Zona,latin,0.941,0.844,0.719,90.951,0.0793,49,Latin,Happy,bailando english version,8
Impossível Te Esquecer - Ao Vivo,Caju Pra Baixo,samba,0.716,0.744,0.468,165.925,0.659,57,Latin,Happy,impossivel te esquecer ao vivo,8
Trem-Bala: Especial Mães,Ana Vilela,mpb,0.402,0.28,0.367,90.049,0.776,41,Latin,Romantic,trem bala especial maes,8
As de cartón - Remastered,Julio Sosa,tango,0.809,0.439,0.568,123.061,0.948,20,Latin,Groovy,de carton remastered,8
Caminito de Guarenas,Oscar D'León;Los Blanco,salsa,0.976,0.767,0.851,105.992,0.753,33,Latin,Happy,caminito de guarenas,8
Qué me van a hablar de amor - Remastered,Julio Sosa,tango,0.673,0.537,0.441,124.381,0.945,36,Latin,Groovy,que van hablar de amor remastered,8
Meu querubim,Os Travessos,pagode,0.546,0.639,0.402,139.027,0.417,41,Latin,Groovy,meu querubim,8
Escrito Nas Estrelas,Tetê Espíndola,mpb,0.584,0.441,0.762,120.082,0.415,46,Latin,Groovy,escrito nas estrelas,8
Quanto Custa?,Dorgival Dantas;Leo Santana,forro,0.792,0.89,0.436,164.029,0.536,37,Latin,Happy,quanto custa,8
Una Vez Mas,LIT killah,latino,0.428,0.438,0.782,121.99,0.22,43,Latin,Groovy,una vez mas,8
Passa Longe do Copo - Ao Vivo No Casa Filtr,Turma do Pagode;Xand Avião,pagode,0.768,0.912,0.558,191.959,0.542,49,Latin,Happy,passa longe copo ao vivo casa filtr,8
Beijou Ta Novo,Washington Brasileiro,forro,0.848,0.949,0.758,174.009,0.378,41,Latin,Happy,beijou ta novo,8
Partido Alto,MPB4,mpb,0.964,0.736,0.635,168.133,0.392,42,Latin,Happy,partido alto,8
Um Chope pra Distrair - Chope Duplo,Paulo Diniz,samba,0.77,0.543,0.704,100.048,0.615,40,Latin,Groovy,um chope pra distrair chope duplo,8
Me Deixa (feat. Marcelo Falcão) - Ao Vivo,Jota Quest;Marcelo Falcão,mpb,0.51,0.945,0.473,119.922,0.0402,40,Latin,Energetic,deixa feat marcelo falcao ao vivo,8
Ideia de Jerico,Murilo Huff,sertanejo,0.869,0.803,0.848,129.982,0.566,45,Latin,Happy,ideia de jerico,8
Sabor De Adiós - Remasterizado,Héctor Varela,tango,0.683,0.401,0.539,62.075,0.927,16,Latin,Groovy,sabor de adios remasterizado,8
Geni e o Zepelim - Ao Vivo,Chico Buarque,mpb,0.477,0.523,0.469,152.013,0.893,42,Latin,Groovy,geni zepelim ao vivo,8
El Mismo Sol,Alvaro Soler;Jennifer Lopez,latin,0.936,0.88,0.713,112.998,0.0498,3,Latin,Happy,el mismo sol,8
Esta Noche de Luna - En Vivo,Ariel Ardit;Orquesta Tipica,tango,0.375,0.421,0.488,118.476,0.815,17,Latin,Melancholic,esta noche de luna en vivo,8
A Maior Saudade,Silvanno Salles,forro,0.703,0.776,0.648,139.006,0.786,37,Latin,Happy,maior saudade,8
Ainda Dói - Ao Vivo,Diego & Victor Hugo,sertanejo,0.63,0.847,0.708,108.08,0.31,45,Latin,Happy,ainda doi ao vivo,8
Sem Jesus Não da (Ao Vivo),Banda Som e Louvor,forro,0.875,0.901,0.463,175.596,0.475,38,Latin,Happy,sem jesus nao da ao vivo,8
Você Não Me Ensinou a Te Esquecer - Ao Vivo,Quinteto S.A.,pagode,0.677,0.542,0.566,95.24,0.666,43,Latin,Groovy,voce nao ensinou te esquecer ao vivo,8
Assim Que Se Faz,Luciana Mello,samba,0.424,0.491,0.821,116.039,0.546,42,Latin,Groovy,assim que faz,8
Quem de Nós Dois / Palpite (Ao Vivo),Ícaro e Gilmar,sertanejo,0.421,0.519,0.385,151.051,0.818,46,Latin,Groovy,quem de nos dois palpite ao vivo,8
Na Hora H - Ao Vivo,Pedro Sanchez e Thiago,sertanejo,0.615,0.954,0.556,170.091,0.297,45,Latin,Happy,na hora ao vivo,8
Hay Secretos,Canticuénticos,latino,0.151,0.18,0.481,140.485,0.831,40,Latin,Sad,hay secretos,8
Ande Con Quien Ande,Myke Towers;Jhay Cortez,latino,0.508,0.736,0.825,92.028,0.0822,78,Latin,Energetic,ande con quien ande,8
A Media Luz,Carlos Lombardi;Los Românticos De La Noche,tango,0.822,0.231,0.545,125.499,0.879,19,Latin,Calm,media luz,8
Extreme Aggression,Japanische Kampfhörspiele,grindcore,0.207,0.992,0.436,134.099,4.81e-05,11,Metal,Dark,extreme aggression,10
Buried to Die,Exhumed,grindcore,0.304,0.915,0.446,110.125,5.59e-06,12,Metal,Energetic,buried die,10
Jeg vil ha det mørkere,Dold Vorde Ens Navn,black-metal,0.131,0.932,0.338,159.974,1.69e-05,17,Metal,Dark,jeg vil ha det mrkere,10
Trae Tu Amor,Barilari;Jens Johansson;Emppu Vuorinen;Sami Vänskä;Jukka Nevalainen,heavy-metal,0.357,0.851,0.568,127.042,0.000854,18,Metal,Energetic,trae tu amor,10
Brain Damage,Autopsy,grindcore,0.29,0.976,0.325,92.175,0.0172,14,Metal,Dark,brain damage,10
You Without End,Deafheaven,black-metal,0.276,0.817,0.295,128.351,0.0392,42,Metal,Dark,without end,10
Listen!!! - Radio Edit,Talib Kweli,hardcore,0.632,0.794,0.719,98.046,0.0239,0,Metal,Happy,listen radio edit,10
Return Of The Tres,Delinquent Habits,hardcore,0.539,0.808,0.725,100.578,0.000101,60,Metal,Energetic,return tres,10
Festering Carrion Transubstantiation,Miasmatic Necrosis,grindcore,0.189,0.969,0.383,107.546,2.05e-05,14,Metal,Dark,festering carrion transubstantiation,10
Like a Train Through a Pigeon,The Red Chord,grindcore,0.366,0.95,0.227,87.225,2.54e-06,12,Metal,Energetic,train through pigeon,10
Solar Empire,Hypocrisy,black-metal,0.0585,0.983,0.127,97.631,2.28e-06,19,Metal,Dark,solar empire,10
